Agency,Name,Position,Remuneration,Expenses,Year,Sector
Vancouver police (VPD),,Sergeant,138261,899,2021,Municipal Police
Vancouver police (VPD),,Police Constable,138312,3321,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),138378,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,138395,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),138494,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,138518,176,2021,Municipal Police
Vancouver police (VPD),,Sergeant,138533,1935,2021,Municipal Police
Vancouver police (VPD),,Police Constable,138550,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,138635,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,138705,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,138738,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,138803,25,2021,Municipal Police
Vancouver police (VPD),,Sergeant,138856,200,2021,Municipal Police
Vancouver police (VPD),,Police Constable,138920,4129,2021,Municipal Police
Vancouver police (VPD),,Sergeant,138939,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),138948,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,138976,105,2021,Municipal Police
Vancouver police (VPD),,Police Constable,139056,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,139251,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,139258,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,139263,63,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),139296,42,2021,Municipal Police
Vancouver police (VPD),,Police Constable,139425,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),139542,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,139562,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,139569,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant (T),139571,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant (T.),139577,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,139587,2080,2021,Municipal Police
Vancouver police (VPD),,Police Constable,139769,42,2021,Municipal Police
Vancouver police (VPD),,Sergeant,139821,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,139878,6446,2021,Municipal Police
Vancouver police (VPD),,Sergeant,139953,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,140038,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,140072,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,140129,3264,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),140204,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,140233,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T.),140256,481,2021,Municipal Police
Vancouver police (VPD),,Sergeant,140602,1791,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,140664,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,140700,1479,2021,Municipal Police
Vancouver police (VPD),,Police Constable,140772,47,2021,Municipal Police
Vancouver police (VPD),"Lee, M.",Manager 0 Budgets & Reporting Unit,140975,186,2021,Municipal Police
Vancouver police (VPD),,Police Constable,141238,78,2021,Municipal Police
Vancouver police (VPD),,Police Constable,141296,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,141410,3571,2021,Municipal Police
Vancouver police (VPD),,Police Constable,141433,53,2021,Municipal Police
Vancouver police (VPD),,Police Constable,141484,1625,2021,Municipal Police
Vancouver police (VPD),,Police Constable,141502,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,141534,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,141583,895,2021,Municipal Police
Vancouver police (VPD),,Police Constable,141598,200,2021,Municipal Police
Vancouver police (VPD),,Sergeant,141732,375,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),141818,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,141911,2846,2021,Municipal Police
Vancouver police (VPD),,Police Constable,141958,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,141987,945,2021,Municipal Police
Vancouver police (VPD),,Sergeant,142001,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,142045,1039,2021,Municipal Police
Vancouver police (VPD),,Police Constable,142060,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,142198,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),142471,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,142481,297,2021,Municipal Police
Vancouver police (VPD),,Police Constable,142609,52,2021,Municipal Police
Vancouver police (VPD),,Sergeant,142909,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,142960,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,143054,1044,2021,Municipal Police
Vancouver police (VPD),,Police Constable,143120,5760,2021,Municipal Police
Vancouver police (VPD),,Police Constable,143156,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,143285,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,143356,1645,2021,Municipal Police
Vancouver police (VPD),,Police Constable,143486,202,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),143621,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,143652,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,143799,16,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,143847,113,2021,Municipal Police
Vancouver police (VPD),,Police Constable,143871,252,2021,Municipal Police
Vancouver police (VPD),,Sergeant (T.),143900,89,2021,Municipal Police
Vancouver police (VPD),,Police Constable,143959,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,144001,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,144053,1873,2021,Municipal Police
Vancouver police (VPD),"Rankin, L.",Deputy Chief Constable,144114,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,144152,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,144204,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,144333,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,144404,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,144408,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,144620,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,144664,4383,2021,Municipal Police
Vancouver police (VPD),,Police Constable,144690,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,144745,657,2021,Municipal Police
Vancouver police (VPD),,Sergeant,144770,358,2021,Municipal Police
Vancouver police (VPD),"Richards, D.",Inspector,144790,0,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,144799,1174,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),144878,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,144949,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,144986,63,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),144988,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,144994,10,2021,Municipal Police
Vancouver police (VPD),,Police Constable,145010,50,2021,Municipal Police
Vancouver police (VPD),,Special Constable,145035,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,145072,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),145122,0,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,145233,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,145342,105,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,145377,0,2021,Municipal Police
Vancouver police (VPD),,Special Constable,145407,0,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,145447,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,145456,680,2021,Municipal Police
Vancouver police (VPD),,Police Constable,145506,687,2021,Municipal Police
Vancouver police (VPD),,Sergeant (Sec.),145527,325,2021,Municipal Police
Vancouver police (VPD),,Police Constable,145545,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),145592,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,145652,2055,2021,Municipal Police
Vancouver police (VPD),,Sergeant,145691,6812,2021,Municipal Police
Vancouver police (VPD),,Police Constable,145906,202,2021,Municipal Police
Vancouver police (VPD),,Police Constable,145946,325,2021,Municipal Police
Vancouver police (VPD),,Sergeant,146010,358,2021,Municipal Police
Vancouver police (VPD),,Police Constable,146121,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,146132,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,146158,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T),146178,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),146179,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,146205,139,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,146270,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,146361,35,2021,Municipal Police
Vancouver police (VPD),,Sergeant,146364,299,2021,Municipal Police
Vancouver police (VPD),,Sergeant,146376,184,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,146588,1314,2021,Municipal Police
Vancouver police (VPD),,Sergeant,146666,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,146731,0,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,146743,4068,2021,Municipal Police
Vancouver police (VPD),,Police Constable,146939,0,2021,Municipal Police
Vancouver police (VPD),"Macpherson, C.",Director Information Management Section,146949,186,2021,Municipal Police
Vancouver police (VPD),,Police Constable,146982,16,2021,Municipal Police
Vancouver police (VPD),,Sergeant,146996,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,147005,113,2021,Municipal Police
Vancouver police (VPD),,Police Constable,147099,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,147105,5049,2021,Municipal Police
Vancouver police (VPD),,Sergeant,147108,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),147109,0,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant (Sec.),147237,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),147257,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,147294,400,2021,Municipal Police
Vancouver police (VPD),,Police Constable,147406,1624,2021,Municipal Police
Vancouver police (VPD),,Sergeant,147465,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,147490,16,2021,Municipal Police
Vancouver police (VPD),,Police Constable,147581,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,147701,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,147761,358,2021,Municipal Police
Vancouver police (VPD),,Police Constable,147848,3661,2021,Municipal Police
Vancouver police (VPD),,Police Constable,148026,0,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,148057,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,148087,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,148105,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,148129,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,148240,0,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,148294,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,148419,3408,2021,Municipal Police
Vancouver police (VPD),,Police Constable,148554,422,2021,Municipal Police
Vancouver police (VPD),,Police Constable,148638,113,2021,Municipal Police
Vancouver police (VPD),,Police Constable,148672,325,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,148673,941,2021,Municipal Police
Vancouver police (VPD),,Sergeant,148785,776,2021,Municipal Police
Vancouver police (VPD),,Sergeant,148841,186,2021,Municipal Police
Vancouver police (VPD),,Police Constable (T.),148883,1125,2021,Municipal Police
Vancouver police (VPD),,Police Constable,148939,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,149071,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,149087,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,149343,1755,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),149382,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,149428,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,149466,408,2021,Municipal Police
Vancouver police (VPD),,Sergeant,149472,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,149483,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,149504,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,149515,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,149542,651,2021,Municipal Police
Vancouver police (VPD),,Sergeant,149608,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,149735,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,149780,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,149785,790,2021,Municipal Police
Vancouver police (VPD),,Police Constable,149798,565,2021,Municipal Police
Vancouver police (VPD),,Police Constable,149909,4933,2021,Municipal Police
Vancouver police (VPD),,Police Constable,150255,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,150312,0,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,150612,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable (Sec.),150617,63,2021,Municipal Police
Vancouver police (VPD),,Police Constable,150644,98,2021,Municipal Police
Vancouver police (VPD),,Sergeant,150653,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,150872,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,150969,42,2021,Municipal Police
Vancouver police (VPD),,Sergeant,151045,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant (Sec.),151090,0,2021,Municipal Police
Vancouver police (VPD),,Sergeant,151101,0,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,151107,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,151211,325,2021,Municipal Police
Vancouver police (VPD),,Police Constable,151440,0,2021,Municipal Police
Vancouver police (VPD),,Police Constable,151628,63,2021,Municipal Police
Vancouver police (VPD),,Police Constable,151919,116,2021,Municipal Police
Vancouver police (VPD),,Police Constable,151966,105,2021,Municipal Police
Vancouver police (VPD),,Staff Sergeant,152025,0,2021,Municipal Police
